+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                       description                                                                                                        |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Vandalism took place at 12:04. No known witnesses.                                                                                                                                                                       |
| Shoplifting took place at 03:01. Two people witnessed the event.                                                                                                                                                         |
| Theft of the CS50 duck took place at 10:15am at the Humphrey Street bakery. Interviews were conducted today with three witnesses who were present at the time – each of their interview transcripts mentions the bakery. |
| Money laundering took place at 20:30. No known witnesses.                                                                                                                                                                |
| Littering took place at 16:36. No known witnesses.                                                                                                                                                                       |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                                                                     transcript                                                                                                                                                      |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Sometime within ten minutes of the theft, I saw the thief get into a car in the bakery parking lot and drive away. If you have security footage from the bakery parking lot, you might want to look for cars that left the parking lot in that time frame.                                                          |
| I don't know the thief's name, but it was someone I recognized. Earlier this morning, before I arrived at Emma's bakery, I was walking by the ATM on Leggett Street and saw the thief there withdrawing some money.                                                                                                 |
| As the thief was leaving the bakery, they called someone who talked to them for less than a minute. In the call, I heard the thief say that they were planning to take the earliest flight out of Fiftyville tomorrow. The thief then asked the person on the other end of the phone to purchase the flight ticket. |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+----------+---------------+---------+
| activity | license_plate |  name   |
+----------+---------------+---------+
| exit     | 5P2BI95       | Vanessa |
| exit     | 94KL13X       | Bruce   |
| exit     | 6P58WS2       | Barry   |
| exit     | 4328GD8       | Luca    |
| exit     | G412CB7       | Sofia   |
| exit     | L93JTIZ       | Iman    |
| exit     | 322W7JE       | Diana   |
| exit     | 0NTHK55       | Kelsey  |
+----------+---------------+---------+
+-------------+------------------+
|    name     | transaction_type |
| Stephen     | withdraw         |
| Stephen     | withdraw         |
| Stephen     | withdraw         |
| Stephen     | withdraw         |
| Stephen     | withdraw         |
| Stephen     | withdraw         |
| Stephen     | withdraw         |
| Martha      | withdraw         |
| Martha      | withdraw         |
| Martha      | withdraw         |
| Martha      | withdraw         |
| Martha      | withdraw         |
| Martha      | withdraw         |
| Martha      | withdraw         |
| Martha      | withdraw         |
| Aaron       | withdraw         |
| Aaron       | withdraw         |
| Aaron       | withdraw         |
| Aaron       | withdraw         |
| Aaron       | withdraw         |
| Aaron       | withdraw         |
| Aaron       | withdraw         |
| Aaron       | withdraw         |
| Barry       | withdraw         |
| Barry       | withdraw         |
| Barry       | withdraw         |
| Barry       | withdraw         |
| Barry       | withdraw         |
| Barry       | withdraw         |
| Barry       | withdraw         |
| Barry       | withdraw         |
| Hannah      | withdraw         |
| Hannah      | withdraw         |
| Hannah      | withdraw         |
| Hannah      | withdraw         |
| Hannah      | withdraw         |
| Hannah      | withdraw         |
| Hannah      | withdraw         |
| Hannah      | withdraw         |
| Eric        | withdraw         |
| Eric        | withdraw         |
| Eric        | withdraw         |
| Eric        | withdraw         |
| Eric        | withdraw         |
| Eric        | withdraw         |
| Eric        | withdraw         |
| Eric        | withdraw         |
| Andrew      | withdraw         |
| Andrew      | withdraw         |
| Andrew      | withdraw         |
| Andrew      | withdraw         |
| Andrew      | withdraw         |
| Andrew      | withdraw         |
| Andrew      | withdraw         |
| Andrew      | withdraw         |
| Debra       | withdraw         |
| Debra       | withdraw         |
| Debra       | withdraw         |
| Debra       | withdraw         |
| Debra       | withdraw         |
| Debra       | withdraw         |
| Debra       | withdraw         |
| Debra       | withdraw         |
| Barbara     | withdraw         |
| Barbara     | withdraw         |
| Barbara     | withdraw         |
| Barbara     | withdraw         |
| Barbara     | withdraw         |
| Barbara     | withdraw         |
| Barbara     | withdraw         |
| Barbara     | withdraw         |
| Janet       | withdraw         |
| Janet       | withdraw         |
| Janet       | withdraw         |
| Janet       | withdraw         |
| Janet       | withdraw         |
| Janet       | withdraw         |
| Janet       | withdraw         |
| Janet       | withdraw         |
| Benista     | withdraw         |
| Benista     | withdraw         |
| Benista     | withdraw         |
| Benista     | withdraw         |
| Benista     | withdraw         |
| Benista     | withdraw         |
| Benista     | withdraw         |
| Randy       | withdraw         |
| Randy       | withdraw         |
| Randy       | withdraw         |
| Randy       | withdraw         |
| Randy       | withdraw         |
| Randy       | withdraw         |
| Randy       | withdraw         |
| Randy       | withdraw         |
| Christopher | withdraw         |
| Christopher | withdraw         |
| Christopher | withdraw         |
| Christopher | withdraw         |
| Christopher | withdraw         |
| Christopher | withdraw         |
| Christopher | withdraw         |
| Christopher | withdraw         |
| Donald      | withdraw         |
| Donald      | withdraw         |
| Donald      | withdraw         |
| Donald      | withdraw         |
| Donald      | withdraw         |
| Donald      | withdraw         |
| Donald      | withdraw         |
| Donald      | withdraw         |
| Joseph      | withdraw         |
| Joseph      | withdraw         |
| Joseph      | withdraw         |
| Joseph      | withdraw         |
| Joseph      | withdraw         |
| Joseph      | withdraw         |
| Joseph      | withdraw         |
| Joseph      | withdraw         |
| Bradley     | withdraw         |
| Bradley     | withdraw         |
| Bradley     | withdraw         |
| Bradley     | withdraw         |
| Bradley     | withdraw         |
| Bradley     | withdraw         |
| Bradley     | withdraw         |
| Bradley     | withdraw         |
| Jeffrey     | withdraw         |
| Jeffrey     | withdraw         |
| Jeffrey     | withdraw         |
| Jeffrey     | withdraw         |
| Jeffrey     | withdraw         |
| Jeffrey     | withdraw         |
| Jeffrey     | withdraw         |
| Jeffrey     | withdraw         |
| Helen       | withdraw         |
| Helen       | withdraw         |
| Helen       | withdraw         |
| Helen       | withdraw         |
| Helen       | withdraw         |
| Helen       | withdraw         |
| Helen       | withdraw         |
| Helen       | withdraw         |
| Zachary     | withdraw         |
| Zachary     | withdraw         |
| Zachary     | withdraw         |
| Zachary     | withdraw         |
| Zachary     | withdraw         |
| Zachary     | withdraw         |
| Zachary     | withdraw         |
| Zachary     | withdraw         |
| Dylan       | withdraw         |
| Dylan       | withdraw         |
| Dylan       | withdraw         |
| Dylan       | withdraw         |
| Dylan       | withdraw         |
| Dylan       | withdraw         |
| Dylan       | withdraw         |
| Dylan       | withdraw         |
| Ethan       | withdraw         |
| Ethan       | withdraw         |
| Ethan       | withdraw         |
| Ethan       | withdraw         |
| Ethan       | withdraw         |
| Ethan       | withdraw         |
| Ethan       | withdraw         |
| Ethan       | withdraw         |
| Maria       | withdraw         |
| Maria       | withdraw         |
| Maria       | withdraw         |
| Maria       | withdraw         |
| Maria       | withdraw         |
| Maria       | withdraw         |
| Maria       | withdraw         |
| Maria       | withdraw         |
| Robin       | withdraw         |
| Robin       | withdraw         |
| Robin       | withdraw         |
| Robin       | withdraw         |
| Robin       | withdraw         |
| Robin       | withdraw         |
| Robin       | withdraw         |
| Robin       | withdraw         |
| Sara        | withdraw         |
| Sara        | withdraw         |
| Sara        | withdraw         |
| Sara        | withdraw         |
| Sara        | withdraw         |
| Sara        | withdraw         |
| Sara        | withdraw         |
| Sara        | withdraw         |
| David       | withdraw         |
| David       | withdraw         |
| David       | withdraw         |
| David       | withdraw         |
| David       | withdraw         |
| David       | withdraw         |
| David       | withdraw         |
| David       | withdraw         |
| Charlotte   | withdraw         |
| Charlotte   | withdraw         |
| Charlotte   | withdraw         |
| Charlotte   | withdraw         |
| Charlotte   | withdraw         |
| Charlotte   | withdraw         |
| Charlotte   | withdraw         |
| Charlotte   | withdraw         |
| Amy         | withdraw         |
| Amy         | withdraw         |
| Amy         | withdraw         |
| Amy         | withdraw         |
| Amy         | withdraw         |
| Amy         | withdraw         |
| Amy         | withdraw         |
| Amy         | withdraw         |
+-------------+------------------+
+----------------+----------------+
|     caller     |    receiver    |
+----------------+----------------+
| (130) 555-0289 | (996) 555-8899 |
| (499) 555-9472 | (892) 555-8872 |
| (367) 555-5533 | (375) 555-8161 |
| (499) 555-9472 | (717) 555-1342 |
| (286) 555-6063 | (676) 555-6554 |
| (770) 555-1861 | (725) 555-3243 |
| (031) 555-6622 | (910) 555-3251 |
| (826) 555-1652 | (066) 555-9701 |
| (338) 555-6650 | (704) 555-2131 |
+----------------+----------------+
